,state,state_po,county,FIPS
47018,Oklahoma,OK,Rogers,40131
47021,Oklahoma,OK,Seminole,40133
47024,Oklahoma,OK,Sequoyah,40135
47027,Oklahoma,OK,Stephens,40137
47030,Oklahoma,OK,Texas,40139
47033,Oklahoma,OK,Tillman,40141
47036,Oklahoma,OK,Tulsa,40143
47039,Oklahoma,OK,Wagoner,40145
47042,Oklahoma,OK,Washington,40147
47045,Oklahoma,OK,Washita,40149
47048,Oklahoma,OK,Woods,40151
47051,Oklahoma,OK,Woodward,40153
47054,Oregon,OR,Baker,41001
47057,Oregon,OR,Benton,41003
47060,Oregon,OR,Clackamas,41005
47063,Oregon,OR,Clatsop,41007
47066,Oregon,OR,Columbia,41009
47069,Oregon,OR,Coos,41011
47072,Oregon,OR,Crook,41013
47075,Oregon,OR,Curry,41015
47078,Oregon,OR,Deschutes,41017
47081,Oregon,OR,Douglas,41019
47084,Oregon,OR,Gilliam,41021
47087,Oregon,OR,Grant,41023
47090,Oregon,OR,Harney,41025
47093,Oregon,OR,Hood River,41027
47096,Oregon,OR,Jackson,41029
47099,Oregon,OR,Jefferson,41031
47102,Oregon,OR,Josephine,41033
47105,Oregon,OR,Klamath,41035
47108,Oregon,OR,Lake,41037
47111,Oregon,OR,Lane,41039
47114,Oregon,OR,Lincoln,41041
47117,Oregon,OR,Linn,41043
47120,Oregon,OR,Malheur,41045
47123,Oregon,OR,Marion,41047
47126,Oregon,OR,Morrow,41049
47129,Oregon,OR,Multnomah,41051
47132,Oregon,OR,Polk,41053
47135,Oregon,OR,Sherman,41055
47138,Oregon,OR,Tillamook,41057
47141,Oregon,OR,Umatilla,41059
47144,Oregon,OR,Union,41061
47147,Oregon,OR,Wallowa,41063
47150,Oregon,OR,Wasco,41065
47153,Oregon,OR,Washington,41067
47156,Oregon,OR,Wheeler,41069
47159,Oregon,OR,Yamhill,41071
47162,Pennsylvania,PA,Adams,42001
47165,Pennsylvania,PA,Allegheny,42003
47168,Pennsylvania,PA,Armstrong,42005
47171,Pennsylvania,PA,Beaver,42007
47174,Pennsylvania,PA,Bedford,42009
47177,Pennsylvania,PA,Berks,42011
47180,Pennsylvania,PA,Blair,42013
47183,Pennsylvania,PA,Bradford,42015
47186,Pennsylvania,PA,Bucks,42017
47189,Pennsylvania,PA,Butler,42019
47192,Pennsylvania,PA,Cambria,42021
47195,Pennsylvania,PA,Cameron,42023
47198,Pennsylvania,PA,Carbon,42025
47201,Pennsylvania,PA,Centre,42027
47204,Pennsylvania,PA,Chester,42029
47207,Pennsylvania,PA,Clarion,42031
47210,Pennsylvania,PA,Clearfield,42033
47213,Pennsylvania,PA,Clinton,42035
47216,Pennsylvania,PA,Columbia,42037
47219,Pennsylvania,PA,Crawford,42039
47222,Pennsylvania,PA,Cumberland,42041
47225,Pennsylvania,PA,Dauphin,42043
47228,Pennsylvania,PA,Delaware,42045
47231,Pennsylvania,PA,Elk,42047
47234,Pennsylvania,PA,Erie,42049
47237,Pennsylvania,PA,Fayette,42051
47240,Pennsylvania,PA,Forest,42053
47243,Pennsylvania,PA,Franklin,42055
47246,Pennsylvania,PA,Fulton,42057
47249,Pennsylvania,PA,Greene,42059
47252,Pennsylvania,PA,Huntingdon,42061
47255,Pennsylvania,PA,Indiana,42063
47258,Pennsylvania,PA,Jefferson,42065
47261,Pennsylvania,PA,Juniata,42067
47264,Pennsylvania,PA,Lackawanna,42069
47267,Pennsylvania,PA,Lancaster,42071
47270,Pennsylvania,PA,Lawrence,42073
47273,Pennsylvania,PA,Lebanon,42075
47276,Pennsylvania,PA,Lehigh,42077
47279,Pennsylvania,PA,Luzerne,42079
47282,Pennsylvania,PA,Lycoming,42081
47285,Pennsylvania,PA,McKean,42083
47288,Pennsylvania,PA,Mercer,42085
47291,Pennsylvania,PA,Mifflin,42087
47294,Pennsylvania,PA,Monroe,42089
47297,Pennsylvania,PA,Montgomery,42091
47300,Pennsylvania,PA,Montour,42093
47303,Pennsylvania,PA,Northampton,42095
47306,Pennsylvania,PA,Northumberland,42097
47309,Pennsylvania,PA,Perry,42099
47312,Pennsylvania,PA,Philadelphia,42101
47315,Pennsylvania,PA,Pike,42103
47318,Pennsylvania,PA,Potter,42105
47321,Pennsylvania,PA,Schuylkill,42107
47324,Pennsylvania,PA,Snyder,42109
47327,Pennsylvania,PA,Somerset,42111
47330,Pennsylvania,PA,Sullivan,42113
47333,Pennsylvania,PA,Susquehanna,42115
47336,Pennsylvania,PA,Tioga,42117
47339,Pennsylvania,PA,Union,42119
47342,Pennsylvania,PA,Venango,42121
47345,Pennsylvania,PA,Warren,42123
47348,Pennsylvania,PA,Washington,42125
47351,Pennsylvania,PA,Wayne,42127
47354,Pennsylvania,PA,Westmoreland,42129
47357,Pennsylvania,PA,Wyoming,42131
47360,Pennsylvania,PA,York,42133
47363,Rhode Island,RI,Bristol,44001
47366,Rhode Island,RI,Kent,44003
47369,Rhode Island,RI,Newport,44005
47372,Rhode Island,RI,Providence,44007
47375,Rhode Island,RI,Washington,44009
47378,South Carolina,SC,Abbeville,45001
47381,South Carolina,SC,Aiken,45003
47384,South Carolina,SC,Allendale,45005
47387,South Carolina,SC,Anderson,45007
47390,South Carolina,SC,Bamberg,45009
47393,South Carolina,SC,Barnwell,45011
47396,South Carolina,SC,Beaufort,45013
47399,South Carolina,SC,Berkeley,45015
47402,South Carolina,SC,Calhoun,45017
47405,South Carolina,SC,Charleston,45019
47408,South Carolina,SC,Cherokee,45021
47411,South Carolina,SC,Chester,45023
47414,South Carolina,SC,Chesterfield,45025
47417,South Carolina,SC,Clarendon,45027
47420,South Carolina,SC,Colleton,45029
47423,South Carolina,SC,Darlington,45031
47426,South Carolina,SC,Dillon,45033
47429,South Carolina,SC,Dorchester,45035
47432,South Carolina,SC,Edgefield,45037
47435,South Carolina,SC,Fairfield,45039
47438,South Carolina,SC,Florence,45041
47441,South Carolina,SC,Georgetown,45043
47444,South Carolina,SC,Greenville,45045
47447,South Carolina,SC,Greenwood,45047
47450,South Carolina,SC,Hampton,45049
47453,South Carolina,SC,Horry,45051
47456,South Carolina,SC,Jasper,45053
47459,South Carolina,SC,Kershaw,45055
47462,South Carolina,SC,Lancaster,45057
47465,South Carolina,SC,Laurens,45059
47468,South Carolina,SC,Lee,45061
47471,South Carolina,SC,Lexington,45063
47474,South Carolina,SC,McCormick,45065
47477,South Carolina,SC,Marion,45067
47480,South Carolina,SC,Marlboro,45069
47483,South Carolina,SC,Newberry,45071
47486,South Carolina,SC,Oconee,45073
47489,South Carolina,SC,Orangeburg,45075
47492,South Carolina,SC,Pickens,45077
47495,South Carolina,SC,Richland,45079
47498,South Carolina,SC,Saluda,45081
47501,South Carolina,SC,Spartanburg,45083
47504,South Carolina,SC,Sumter,45085
47507,South Carolina,SC,Union,45087
47510,South Carolina,SC,Williamsburg,45089
47513,South Carolina,SC,York,45091
47516,South Dakota,SD,Aurora,46003
47519,South Dakota,SD,Beadle,46005
47522,South Dakota,SD,Bennett,46007
47525,South Dakota,SD,Bon Homme,46009
47528,South Dakota,SD,Brookings,46011
47531,South Dakota,SD,Brown,46013
47534,South Dakota,SD,Brule,46015
47537,South Dakota,SD,Buffalo,46017
47540,South Dakota,SD,Butte,46019
47543,South Dakota,SD,Campbell,46021
47546,South Dakota,SD,Charles Mix,46023
47549,South Dakota,SD,Clark,46025
47552,South Dakota,SD,Clay,46027
47555,South Dakota,SD,Codington,46029
47558,South Dakota,SD,Corson,46031
47561,South Dakota,SD,Custer,46033
47564,South Dakota,SD,Davison,46035
47567,South Dakota,SD,Day,46037
47570,South Dakota,SD,Deuel,46039
47573,South Dakota,SD,Dewey,46041
47576,South Dakota,SD,Douglas,46043
47579,South Dakota,SD,Edmunds,46045
47582,South Dakota,SD,Fall River,46047
47585,South Dakota,SD,Faulk,46049
47588,South Dakota,SD,Grant,46051
47591,South Dakota,SD,Gregory,46053
47594,South Dakota,SD,Haakon,46055
47597,South Dakota,SD,Hamlin,46057
47600,South Dakota,SD,Hand,46059
47603,South Dakota,SD,Hanson,46061
47606,South Dakota,SD,Harding,46063
47609,South Dakota,SD,Hughes,46065
47612,South Dakota,SD,Hutchinson,46067
47615,South Dakota,SD,Hyde,46069
47618,South Dakota,SD,Jackson,46071
47621,South Dakota,SD,Jerauld,46073
47624,South Dakota,SD,Jones,46075
47627,South Dakota,SD,Kingsbury,46077
47630,South Dakota,SD,Lake,46079
47633,South Dakota,SD,Lawrence,46081
47636,South Dakota,SD,Lincoln,46083
47639,South Dakota,SD,Lyman,46085
47642,South Dakota,SD,McCook,46087
47645,South Dakota,SD,McPherson,46089
47648,South Dakota,SD,Marshall,46091
47651,South Dakota,SD,Meade,46093
47654,South Dakota,SD,Mellette,46095
47657,South Dakota,SD,Miner,46097
47660,South Dakota,SD,Minnehaha,46099
47663,South Dakota,SD,Moody,46101
47666,South Dakota,SD,Pennington,46103
47669,South Dakota,SD,Perkins,46105
47672,South Dakota,SD,Potter,46107
47675,South Dakota,SD,Roberts,46109
47678,South Dakota,SD,Sanborn,46111
47681,South Dakota,SD,Oglala Lakota,46113
47684,South Dakota,SD,Spink,46115
47687,South Dakota,SD,Stanley,46117
47690,South Dakota,SD,Sully,46119
47693,South Dakota,SD,Todd,46121
47696,South Dakota,SD,Tripp,46123
47699,South Dakota,SD,Turner,46125
47702,South Dakota,SD,Union,46127
47705,South Dakota,SD,Walworth,46129
47708,South Dakota,SD,Yankton,46135
47711,South Dakota,SD,Ziebach,46137
47714,Tennessee,TN,Anderson,47001
47717,Tennessee,TN,Bedford,47003
47720,Tennessee,TN,Benton,47005
47723,Tennessee,TN,Bledsoe,47007
47726,Tennessee,TN,Blount,47009
47729,Tennessee,TN,Bradley,47011
47732,Tennessee,TN,Campbell,47013
47735,Tennessee,TN,Cannon,47015
47738,Tennessee,TN,Carroll,47017
47741,Tennessee,TN,Carter,47019
47744,Tennessee,TN,Cheatham,47021
47747,Tennessee,TN,Chester,47023
47750,Tennessee,TN,Claiborne,47025
47753,Tennessee,TN,Clay,47027
47756,Tennessee,TN,Cocke,47029
47759,Tennessee,TN,Coffee,47031
47762,Tennessee,TN,Crockett,47033
47765,Tennessee,TN,Cumberland,47035
47768,Tennessee,TN,Davidson,47037
47771,Tennessee,TN,Decatur,47039
47774,Tennessee,TN,DeKalb,47041
47777,Tennessee,TN,Dickson,47043
47780,Tennessee,TN,Dyer,47045
47783,Tennessee,TN,Fayette,47047
47786,Tennessee,TN,Fentress,47049
47789,Tennessee,TN,Franklin,47051
47792,Tennessee,TN,Gibson,47053
47795,Tennessee,TN,Giles,47055
47798,Tennessee,TN,Grainger,47057
47801,Tennessee,TN,Greene,47059
47804,Tennessee,TN,Grundy,47061
47807,Tennessee,TN,Hamblen,47063
47810,Tennessee,TN,Hamilton,47065
47813,Tennessee,TN,Hancock,47067
47816,Tennessee,TN,Hardeman,47069
47819,Tennessee,TN,Hardin,47071
47822,Tennessee,TN,Hawkins,47073
47825,Tennessee,TN,Haywood,47075
47828,Tennessee,TN,Henderson,47077
47831,Tennessee,TN,Henry,47079
47834,Tennessee,TN,Hickman,47081
47837,Tennessee,TN,Houston,47083
47840,Tennessee,TN,Humphreys,47085
47843,Tennessee,TN,Jackson,47087
47846,Tennessee,TN,Jefferson,47089
47849,Tennessee,TN,Johnson,47091
47852,Tennessee,TN,Knox,47093
47855,Tennessee,TN,Lake,47095
47858,Tennessee,TN,Lauderdale,47097
47861,Tennessee,TN,Lawrence,47099
47864,Tennessee,TN,Lewis,47101
47867,Tennessee,TN,Lincoln,47103
47870,Tennessee,TN,Loudon,47105
47873,Tennessee,TN,McMinn,47107
47876,Tennessee,TN,McNairy,47109
47879,Tennessee,TN,Macon,47111
47882,Tennessee,TN,Madison,47113
47885,Tennessee,TN,Marion,47115
47888,Tennessee,TN,Marshall,47117
47891,Tennessee,TN,Maury,47119
47894,Tennessee,TN,Meigs,47121
47897,Tennessee,TN,Monroe,47123
47900,Tennessee,TN,Montgomery,47125
47903,Tennessee,TN,Moore,47127
47906,Tennessee,TN,Morgan,47129
47909,Tennessee,TN,Obion,47131
47912,Tennessee,TN,Overton,47133
47915,Tennessee,TN,Perry,47135
47918,Tennessee,TN,Pickett,47137
47921,Tennessee,TN,Polk,47139
47924,Tennessee,TN,Putnam,47141
47927,Tennessee,TN,Rhea,47143
47930,Tennessee,TN,Roane,47145
47933,Tennessee,TN,Robertson,47147
47936,Tennessee,TN,Rutherford,47149
47939,Tennessee,TN,Scott,47151
47942,Tennessee,TN,Sequatchie,47153
47945,Tennessee,TN,Sevier,47155
47948,Tennessee,TN,Shelby,47157
47951,Tennessee,TN,Smith,47159
47954,Tennessee,TN,Stewart,47161
47957,Tennessee,TN,Sullivan,47163
47960,Tennessee,TN,Sumner,47165
47963,Tennessee,TN,Tipton,47167
47966,Tennessee,TN,Trousdale,47169
47969,Tennessee,TN,Unicoi,47171
47972,Tennessee,TN,Union,47173
47975,Tennessee,TN,Van Buren,47175
47978,Tennessee,TN,Warren,47177
47981,Tennessee,TN,Washington,47179
47984,Tennessee,TN,Wayne,47181
47987,Tennessee,TN,Weakley,47183
47990,Tennessee,TN,White,47185
47993,Tennessee,TN,Williamson,47187
47996,Tennessee,TN,Wilson,47189
47999,Texas,TX,Anderson,48001
48002,Texas,TX,Andrews,48003
48005,Texas,TX,Angelina,48005
48008,Texas,TX,Aransas,48007
48011,Texas,TX,Archer,48009
48014,Texas,TX,Armstrong,48011
48017,Texas,TX,Atascosa,48013
48020,Texas,TX,Austin,48015
48023,Texas,TX,Bailey,48017
48026,Texas,TX,Bandera,48019
48029,Texas,TX,Bastrop,48021
48032,Texas,TX,Baylor,48023
48035,Texas,TX,Bee,48025
48038,Texas,TX,Bell,48027
48041,Texas,TX,Bexar,48029
48044,Texas,TX,Blanco,48031
48047,Texas,TX,Borden,48033
48050,Texas,TX,Bosque,48035
48053,Texas,TX,Bowie,48037
48056,Texas,TX,Brazoria,48039
48059,Texas,TX,Brazos,48041
48062,Texas,TX,Brewster,48043
48065,Texas,TX,Briscoe,48045
48068,Texas,TX,Brooks,48047
48071,Texas,TX,Brown,48049
48074,Texas,TX,Burleson,48051
48077,Texas,TX,Burnet,48053
48080,Texas,TX,Caldwell,48055
48083,Texas,TX,Calhoun,48057
48086,Texas,TX,Callahan,48059
48089,Texas,TX,Cameron,48061
48092,Texas,TX,Camp,48063
48095,Texas,TX,Carson,48065
48098,Texas,TX,Cass,48067
48101,Texas,TX,Castro,48069
48104,Texas,TX,Chambers,48071
48107,Texas,TX,Cherokee,48073
48110,Texas,TX,Childress,48075
48113,Texas,TX,Clay,48077
48116,Texas,TX,Cochran,48079
48119,Texas,TX,Coke,48081
48122,Texas,TX,Coleman,48083
48125,Texas,TX,Collin,48085
48128,Texas,TX,Collingsworth,48087
48131,Texas,TX,Colorado,48089
48134,Texas,TX,Comal,48091
48137,Texas,TX,Comanche,48093
48140,Texas,TX,Concho,48095
48143,Texas,TX,Cooke,48097
48146,Texas,TX,Coryell,48099
48149,Texas,TX,Cottle,48101
48152,Texas,TX,Crane,48103
48155,Texas,TX,Crockett,48105
48158,Texas,TX,Crosby,48107
48161,Texas,TX,Culberson,48109
48164,Texas,TX,Dallam,48111
48167,Texas,TX,Dallas,48113
48170,Texas,TX,Dawson,48115
48173,Texas,TX,Deaf Smith,48117
48176,Texas,TX,Delta,48119
48179,Texas,TX,Denton,48121
48182,Texas,TX,Dewitt,48123
48185,Texas,TX,Dickens,48125
48188,Texas,TX,Dimmit,48127
48191,Texas,TX,Donley,48129
48194,Texas,TX,Duval,48131
48197,Texas,TX,Eastland,48133
48200,Texas,TX,Ector,48135
48203,Texas,TX,Edwards,48137
48206,Texas,TX,Ellis,48139
48209,Texas,TX,El Paso,48141
48212,Texas,TX,Erath,48143
48215,Texas,TX,Falls,48145
48218,Texas,TX,Fannin,48147
48221,Texas,TX,Fayette,48149
48224,Texas,TX,Fisher,48151
48227,Texas,TX,Floyd,48153
48230,Texas,TX,Foard,48155
48233,Texas,TX,Fort Bend,48157
48236,Texas,TX,Franklin,48159
48239,Texas,TX,Freestone,48161
48242,Texas,TX,Frio,48163
48245,Texas,TX,Gaines,48165
48248,Texas,TX,Galveston,48167
48251,Texas,TX,Garza,48169
48254,Texas,TX,Gillespie,48171
48257,Texas,TX,Glasscock,48173
48260,Texas,TX,Goliad,48175
48263,Texas,TX,Gonzales,48177
48266,Texas,TX,Gray,48179
48269,Texas,TX,Grayson,48181
48272,Texas,TX,Gregg,48183
48275,Texas,TX,Grimes,48185
48278,Texas,TX,Guadalupe,48187
48281,Texas,TX,Hale,48189
48284,Texas,TX,Hall,48191
48287,Texas,TX,Hamilton,48193
48290,Texas,TX,Hansford,48195
48293,Texas,TX,Hardeman,48197
48296,Texas,TX,Hardin,48199
48299,Texas,TX,Harris,48201
48302,Texas,TX,Harrison,48203
48305,Texas,TX,Hartley,48205
48308,Texas,TX,Haskell,48207
48311,Texas,TX,Hays,48209
48314,Texas,TX,Hemphill,48211
48317,Texas,TX,Henderson,48213
48320,Texas,TX,Hidalgo,48215
48323,Texas,TX,Hill,48217
48326,Texas,TX,Hockley,48219
48329,Texas,TX,Hood,48221
48332,Texas,TX,Hopkins,48223
48335,Texas,TX,Houston,48225
48338,Texas,TX,Howard,48227
48341,Texas,TX,Hudspeth,48229
48344,Texas,TX,Hunt,48231
48347,Texas,TX,Hutchinson,48233
48350,Texas,TX,Irion,48235
48353,Texas,TX,Jack,48237
48356,Texas,TX,Jackson,48239
48359,Texas,TX,Jasper,48241
48362,Texas,TX,Jeff Davis,48243
48365,Texas,TX,Jefferson,48245
48368,Texas,TX,Jim Hogg,48247
48371,Texas,TX,Jim Wells,48249
48374,Texas,TX,Johnson,48251
48377,Texas,TX,Jones,48253
48380,Texas,TX,Karnes,48255
48383,Texas,TX,Kaufman,48257
48386,Texas,TX,Kendall,48259
48389,Texas,TX,Kenedy,48261
48392,Texas,TX,Kent,48263
48395,Texas,TX,Kerr,48265
48398,Texas,TX,Kimble,48267
48401,Texas,TX,King,48269
48404,Texas,TX,Kinney,48271
48407,Texas,TX,Kleberg,48273
48410,Texas,TX,Knox,48275
48413,Texas,TX,Lamar,48277
48416,Texas,TX,Lamb,48279
48419,Texas,TX,Lampasas,48281
48422,Texas,TX,La Salle,48283
48425,Texas,TX,Lavaca,48285
48428,Texas,TX,Lee,48287
48431,Texas,TX,Leon,48289
48434,Texas,TX,Liberty,48291
48437,Texas,TX,Limestone,48293
48440,Texas,TX,Lipscomb,48295
48443,Texas,TX,Live Oak,48297
48446,Texas,TX,Llano,48299
48449,Texas,TX,Loving,48301
48452,Texas,TX,Lubbock,48303
48455,Texas,TX,Lynn,48305
48458,Texas,TX,McCulloch,48307
48461,Texas,TX,McLennan,48309
48464,Texas,TX,McMullen,48311
48467,Texas,TX,Madison,48313
48470,Texas,TX,Marion,48315
48473,Texas,TX,Martin,48317
48476,Texas,TX,Mason,48319
48479,Texas,TX,Matagorda,48321
48482,Texas,TX,Maverick,48323
48485,Texas,TX,Medina,48325
48488,Texas,TX,Menard,48327
48491,Texas,TX,Midland,48329
48494,Texas,TX,Milam,48331
48497,Texas,TX,Mills,48333
48500,Texas,TX,Mitchell,48335
48503,Texas,TX,Montague,48337
48506,Texas,TX,Montgomery,48339
48509,Texas,TX,Moore,48341
48512,Texas,TX,Morris,48343
48515,Texas,TX,Motley,48345
48518,Texas,TX,Nacogdoches,48347
48521,Texas,TX,Navarro,48349
48524,Texas,TX,Newton,48351
48527,Texas,TX,Nolan,48353
48530,Texas,TX,Nueces,48355
48533,Texas,TX,Ochiltree,48357
48536,Texas,TX,Oldham,48359
48539,Texas,TX,Orange,48361
48542,Texas,TX,Palo Pinto,48363
48545,Texas,TX,Panola,48365
48548,Texas,TX,Parker,48367
48551,Texas,TX,Parmer,48369
48554,Texas,TX,Pecos,48371
48557,Texas,TX,Polk,48373
48560,Texas,TX,Potter,48375
48563,Texas,TX,Presidio,48377
48566,Texas,TX,Rains,48379
48569,Texas,TX,Randall,48381
48572,Texas,TX,Reagan,48383
48575,Texas,TX,Real,48385
48578,Texas,TX,Red River,48387
48581,Texas,TX,Reeves,48389
48584,Texas,TX,Refugio,48391
48587,Texas,TX,Roberts,48393
48590,Texas,TX,Robertson,48395
48593,Texas,TX,Rockwall,48397
48596,Texas,TX,Runnels,48399
48599,Texas,TX,Rusk,48401
48602,Texas,TX,Sabine,48403
48605,Texas,TX,San Augustine,48405
48608,Texas,TX,San Jacinto,48407
48611,Texas,TX,San Patricio,48409
48614,Texas,TX,San Saba,48411
48617,Texas,TX,Schleicher,48413
48620,Texas,TX,Scurry,48415
48623,Texas,TX,Shackelford,48417
48626,Texas,TX,Shelby,48419
48629,Texas,TX,Sherman,48421
48632,Texas,TX,Smith,48423
48635,Texas,TX,Somervell,48425
48638,Texas,TX,Starr,48427
48641,Texas,TX,Stephens,48429
48644,Texas,TX,Sterling,48431
48647,Texas,TX,Stonewall,48433
48650,Texas,TX,Sutton,48435
48653,Texas,TX,Swisher,48437
48656,Texas,TX,Tarrant,48439
48659,Texas,TX,Taylor,48441
48662,Texas,TX,Terrell,48443
48665,Texas,TX,Terry,48445
48668,Texas,TX,Throckmorton,48447
48671,Texas,TX,Titus,48449
48674,Texas,TX,Tom Green,48451
48677,Texas,TX,Travis,48453
48680,Texas,TX,Trinity,48455
48683,Texas,TX,Tyler,48457
48686,Texas,TX,Upshur,48459
48689,Texas,TX,Upton,48461
48692,Texas,TX,Uvalde,48463
48695,Texas,TX,Val Verde,48465
48698,Texas,TX,Van Zandt,48467
48701,Texas,TX,Victoria,48469
48704,Texas,TX,Walker,48471
48707,Texas,TX,Waller,48473
48710,Texas,TX,Ward,48475
48713,Texas,TX,Washington,48477
48716,Texas,TX,Webb,48479
48719,Texas,TX,Wharton,48481
48722,Texas,TX,Wheeler,48483
48725,Texas,TX,Wichita,48485
48728,Texas,TX,Wilbarger,48487
48731,Texas,TX,Willacy,48489
48734,Texas,TX,Williamson,48491
48737,Texas,TX,Wilson,48493
48740,Texas,TX,Winkler,48495
48743,Texas,TX,Wise,48497
48746,Texas,TX,Wood,48499
48749,Texas,TX,Yoakum,48501
48752,Texas,TX,Young,48503
48755,Texas,TX,Zapata,48505
48758,Texas,TX,Zavala,48507
48761,Utah,UT,Beaver,49001
48764,Utah,UT,Box Elder,49003
48767,Utah,UT,Cache,49005
48770,Utah,UT,Carbon,49007
48773,Utah,UT,Daggett,49009
48776,Utah,UT,Davis,49011
48779,Utah,UT,Duchesne,49013
48782,Utah,UT,Emery,49015
48785,Utah,UT,Garfield,49017
48788,Utah,UT,Grand,49019
48791,Utah,UT,Iron,49021
48794,Utah,UT,Juab,49023
48797,Utah,UT,Kane,49025
48800,Utah,UT,Millard,49027
48803,Utah,UT,Morgan,49029
48806,Utah,UT,Piute,49031
48809,Utah,UT,Rich,49033
48812,Utah,UT,Salt Lake,49035
48815,Utah,UT,San Juan,49037
48818,Utah,UT,Sanpete,49039
48821,Utah,UT,Sevier,49041
48824,Utah,UT,Summit,49043
48827,Utah,UT,Tooele,49045
48830,Utah,UT,Uintah,49047
48833,Utah,UT,Utah,49049
48836,Utah,UT,Wasatch,49051
48839,Utah,UT,Washington,49053
48842,Utah,UT,Wayne,49055
48845,Utah,UT,Weber,49057
48848,Vermont,VT,Addison,50001
48851,Vermont,VT,Bennington,50003
48854,Vermont,VT,Caledonia,50005
48857,Vermont,VT,Chittenden,50007
48860,Vermont,VT,Essex,50009
48863,Vermont,VT,Franklin,50011
48866,Vermont,VT,Grand Isle,50013
48869,Vermont,VT,Lamoille,50015
48872,Vermont,VT,Orange,50017
48875,Vermont,VT,Orleans,50019
48878,Vermont,VT,Rutland,50021
48881,Vermont,VT,Washington,50023
48884,Vermont,VT,Windham,50025
48887,Vermont,VT,Windsor,50027
48890,Virginia,VA,Accomack,51001
48893,Virginia,VA,Albemarle,51003
48896,Virginia,VA,Alleghany,51005
48899,Virginia,VA,Amelia,51007
48902,Virginia,VA,Amherst,51009
48905,Virginia,VA,Appomattox,51011
48908,Virginia,VA,Arlington,51013
48911,Virginia,VA,Augusta,51015
48914,Virginia,VA,Bath,51017
48917,Virginia,VA,Bedford,51019
48920,Virginia,VA,Bland,51021
48923,Virginia,VA,Botetourt,51023
48926,Virginia,VA,Brunswick,51025
48929,Virginia,VA,Buchanan,51027
48932,Virginia,VA,Buckingham,51029
48935,Virginia,VA,Campbell,51031
48938,Virginia,VA,Caroline,51033
48941,Virginia,VA,Carroll,51035
48944,Virginia,VA,Charles City,51036
48947,Virginia,VA,Charlotte,51037
48950,Virginia,VA,Chesterfield,51041
48953,Virginia,VA,Clarke,51043
48956,Virginia,VA,Craig,51045
48959,Virginia,VA,Culpeper,51047
48962,Virginia,VA,Cumberland,51049
48965,Virginia,VA,Dickenson,51051
48968,Virginia,VA,Dinwiddie,51053
48971,Virginia,VA,Essex,51057
48974,Virginia,VA,Fairfax,51059
48977,Virginia,VA,Fauquier,51061
48980,Virginia,VA,Floyd,51063
48983,Virginia,VA,Fluvanna,51065
48986,Virginia,VA,Franklin,51067
48989,Virginia,VA,Frederick,51069
48992,Virginia,VA,Giles,51071
48995,Virginia,VA,Gloucester,51073
48998,Virginia,VA,Goochland,51075
49001,Virginia,VA,Grayson,51077
49004,Virginia,VA,Greene,51079
49007,Virginia,VA,Greensville,51081
49010,Virginia,VA,Halifax,51083
49013,Virginia,VA,Hanover,51085
49016,Virginia,VA,Henrico,51087
49019,Virginia,VA,Henry,51089
49022,Virginia,VA,Highland,51091
49025,Virginia,VA,Isle of Wight,51093
49028,Virginia,VA,James City,51095
49031,Virginia,VA,King and Queen,51097
49034,Virginia,VA,King George,51099
49037,Virginia,VA,King William,51101
49040,Virginia,VA,Lancaster,51103
49043,Virginia,VA,Lee,51105
49046,Virginia,VA,Loudoun,51107
49049,Virginia,VA,Louisa,51109
49052,Virginia,VA,Lunenburg,51111
49055,Virginia,VA,Madison,51113
49058,Virginia,VA,Mathews,51115
49061,Virginia,VA,Mecklenburg,51117
49064,Virginia,VA,Middlesex,51119
49067,Virginia,VA,Montgomery,51121
49070,Virginia,VA,Nelson,51125
49073,Virginia,VA,New Kent,51127
49076,Virginia,VA,Northampton,51131
49079,Virginia,VA,Northumberland,51133
49082,Virginia,VA,Nottoway,51135
49085,Virginia,VA,Orange,51137
49088,Virginia,VA,Page,51139
49091,Virginia,VA,Patrick,51141
49094,Virginia,VA,Pittsylvania,51143
49097,Virginia,VA,Powhatan,51145
49100,Virginia,VA,Prince Edward,51147
49103,Virginia,VA,Prince George,51149
49106,Virginia,VA,Prince William,51153
49109,Virginia,VA,Pulaski,51155
49112,Virginia,VA,Rappahannock,51157
49115,Virginia,VA,Richmond,51159
49118,Virginia,VA,Roanoke,51161
49121,Virginia,VA,Rockbridge,51163
49124,Virginia,VA,Rockingham,51165
49127,Virginia,VA,Russell,51167
49130,Virginia,VA,Scott,51169
49133,Virginia,VA,Shenandoah,51171
49136,Virginia,VA,Smyth,51173
49139,Virginia,VA,Southampton,51175
49142,Virginia,VA,Spotsylvania,51177
49145,Virginia,VA,Stafford,51179
49148,Virginia,VA,Surry,51181
49151,Virginia,VA,Sussex,51183
49154,Virginia,VA,Tazewell,51185
49157,Virginia,VA,Warren,51187
49160,Virginia,VA,Washington,51191
49163,Virginia,VA,Westmoreland,51193
49166,Virginia,VA,Wise,51195
49169,Virginia,VA,Wythe,51197
49172,Virginia,VA,York,51199
49175,Virginia,VA,Alexandria,51510
49178,Virginia,VA,Bedford,51515
49181,Virginia,VA,Bristol,51520
49184,Virginia,VA,Buena Vista,51530
49187,Virginia,VA,Charlottesville,51540
49190,Virginia,VA,Chesapeake,51550
49193,Virginia,VA,Colonial Heights,51570
