year,state,state_abbr,county,D_candidate_votes,R_candidate_votes,totalvotes,percent_republican,percent_democrat,%difference(d_favor),FIPS
2016,Missouri,MO,Barry,2710,11428,14605,78.24717562,18.55528928,-59.69188634,29009
2016,Missouri,MO,Barton,795,4959,5939,83.49890554,13.38609193,-70.1128136,29011
2016,Missouri,MO,Bates,1618,6001,8023,74.79745731,20.16701982,-54.63043749,29013
2016,Missouri,MO,Benton,2025,7213,9312,77.45919244,21.74613402,-55.71305842,29015
2016,Missouri,MO,Bollinger,705,4827,5676,85.0422833,12.42071882,-72.62156448,29017
2016,Missouri,MO,Boone,41125,36200,83868,43.16306577,49.03538894,5.872323175,29019
2016,Missouri,MO,Buchanan,12013,21320,35659,59.78855268,33.68854988,-26.1000028,29021
2016,Missouri,MO,Butler,3036,13650,17259,79.08917087,17.59082218,-61.49834869,29023
2016,Missouri,MO,Caldwell,838,3232,4312,74.95361781,19.43413729,-55.51948052,29025
2016,Missouri,MO,Callaway,4989,13057,19193,68.03001094,25.99385193,-42.03615902,29027
2016,Missouri,MO,Camden,4768,16944,22514,75.25983832,21.17793373,-54.08190459,29029
2016,Missouri,MO,Cape Girardeau,8492,27017,37038,72.94400346,22.92780388,-50.01619958,29031
2016,Missouri,MO,Carroll,745,3480,4361,79.79821142,17.08323779,-62.71497363,29033
2016,Missouri,MO,Carter,436,2324,2844,81.71589311,15.33052039,-66.38537271,29035
2016,Missouri,MO,Cass,14846,33098,50990,64.91076682,29.11551285,-35.79525397,29037
2016,Missouri,MO,Cedar,1011,5021,6288,79.85050891,16.07824427,-63.77226463,29039
2016,Missouri,MO,Chariton,888,2950,3969,74.32602671,22.3733938,-51.95263291,29041
2016,Missouri,MO,Christian,8508,30946,41531,74.51301437,20.4859021,-54.02711228,29043
2016,Missouri,MO,Clark,724,2458,3215,76.45412131,22.51944012,-53.93468118,29045
2016,Missouri,MO,Clay,45304,57476,110176,52.16744119,41.11966308,-11.0477781,29047
2016,Missouri,MO,Clinton,2572,7067,10208,69.23001567,25.19592476,-44.03409091,29049
2016,Missouri,MO,Cole,10913,24616,37374,65.8639696,29.19944346,-36.66452614,29051
2016,Missouri,MO,Cooper,1932,5624,7986,70.42324067,24.19233659,-46.23090408,29053
2016,Missouri,MO,Crawford,1824,7724,9696,79.66171617,18.81188119,-60.84983498,29055
2016,Missouri,MO,Dade,637,3184,3951,80.58719312,16.12250063,-64.46469248,29057
2016,Missouri,MO,Dallas,1272,5895,7453,79.09566617,17.0669529,-62.02871327,29059
2016,Missouri,MO,Daviess,730,2767,3593,77.01085444,20.31728361,-56.69357083,29061
2016,Missouri,MO,DeKalb,824,3540,4594,77.05703091,17.93643883,-59.12059208,29063
2016,Missouri,MO,Dent,978,5600,6791,82.46208217,14.40141364,-68.06066853,29065
2016,Missouri,MO,Douglas,984,5486,6666,82.29822982,14.76147615,-67.53675368,29067
2016,Missouri,MO,Dunklin,2360,8026,10578,75.87445642,22.31045566,-53.56400076,29069
2016,Missouri,MO,Franklin,12341,35430,50113,70.70021751,24.62634446,-46.07387305,29071
2016,Missouri,MO,Gasconade,1520,5670,7445,76.15849563,20.41638684,-55.7421088,29073
2016,Missouri,MO,Gentry,605,2304,3043,75.71475518,19.8816957,-55.83305948,29075
2016,Missouri,MO,Greene,42728,78035,129231,60.38411836,33.06327429,-27.32084407,29077
2016,Missouri,MO,Grundy,780,3462,4310,80.32482599,18.0974478,-62.22737819,29079
2016,Missouri,MO,Harrison,574,2965,3689,80.37408512,15.5597723,-64.81431282,29081
2016,Missouri,MO,Henry,2357,7075,9866,71.71092641,23.89012771,-47.8207987,29083
2016,Missouri,MO,Hickory,1016,3542,4724,74.9788315,21.50719729,-53.47163421,29085
2016,Missouri,MO,Holt,347,1926,2355,81.78343949,14.73460722,-67.04883227,29087
2016,Missouri,MO,Howard,1283,3277,4868,67.31717338,26.35579293,-40.96138044,29089
2016,Missouri,MO,Howell,2881,13893,17455,79.59323976,16.50529934,-63.08794042,29091
2016,Missouri,MO,Iron,933,3173,4269,74.32654017,21.85523542,-52.47130476,29093
2016,Missouri,MO,Jackson,71237,91557,173275,52.83912855,41.11210504,-11.72702352,29095
2016,Missouri,MO,Jasper,10572,35070,48326,72.56963125,21.87642263,-50.69320862,29097
2016,Missouri,MO,Jefferson,31568,69036,106238,64.98239801,29.7144148,-35.26798321,29099
2016,Missouri,MO,Johnson,5930,13719,21132,64.92049972,28.06170736,-36.85879235,29101
2016,Missouri,MO,Knox,379,1416,1870,75.72192513,20.26737968,-55.45454545,29103
2016,Missouri,MO,Laclede,2553,12881,16051,80.25045169,15.90555106,-64.34490063,29105
2016,Missouri,MO,Lafayette,4053,10988,15876,69.21138826,25.52910053,-43.68228773,29107
2016,Missouri,MO,Lawrence,2901,13089,16715,78.30690996,17.35566856,-60.9512414,29109
2016,Missouri,MO,Lewis,934,3344,4456,75.0448833,20.96050269,-54.08438061,29111
2016,Missouri,MO,Lincoln,5575,18159,24962,72.74657479,22.3339476,-50.41262719,29113
2016,Missouri,MO,Linn,1240,4088,5587,73.1698586,22.19437981,-50.97547879,29115
2016,Missouri,MO,Livingston,1265,4879,6421,75.98504906,19.70098116,-56.2840679,29117
2016,Missouri,MO,McDonald,1329,6599,8242,80.06551808,16.12472701,-63.94079107,29119
2016,Missouri,MO,Macon,1548,5798,7621,76.07925469,20.31229497,-55.76695972,29121
2016,Missouri,MO,Madison,1005,4102,5321,77.09077241,18.88742718,-58.20334524,29123
2016,Missouri,MO,Maries,794,3561,4500,79.13333333,17.64444444,-61.48888889,29125
2016,Missouri,MO,Marion,2994,9419,12938,72.80105117,23.14113464,-49.65991652,29127
2016,Missouri,MO,Mercer,216,1486,1745,85.15759312,12.3782235,-72.77936963,29129
2016,Missouri,MO,Miller,1750,9285,11416,81.33321654,15.3293623,-66.00385424,29131
2016,Missouri,MO,Mississippi,1458,3600,5169,69.64596634,28.20661637,-41.43934997,29133
2016,Missouri,MO,Moniteau,1237,5347,6830,78.28696925,18.11127379,-60.17569546,29135
2016,Missouri,MO,Monroe,853,3159,4156,76.0105871,20.52454283,-55.48604427,29137
2016,Missouri,MO,Montgomery,1119,4127,5429,76.01768281,20.61153067,-55.40615215,29139
2016,Missouri,MO,Morgan,1768,6760,8821,76.63530212,20.04307902,-56.5922231,29141
2016,Missouri,MO,New Madrid,1933,5270,7357,71.63245888,26.27429659,-45.35816229,29143
2016,Missouri,MO,Newton,4990,20553,26606,77.2494926,18.75516801,-58.49432459,29145
2016,Missouri,MO,Nodaway,2529,6380,9458,67.4561218,26.73926834,-40.71685346,29147
2016,Missouri,MO,Oregon,865,3671,4668,78.64181662,18.53041988,-60.11139674,29149
2016,Missouri,MO,Osage,998,5856,7090,82.59520451,14.07616361,-68.5190409,29151
2016,Missouri,MO,Ozark,724,3639,4505,80.77691454,16.07103219,-64.70588235,29153
2016,Missouri,MO,Pemiscot,1947,3964,6027,65.77069852,32.30462917,-33.46606935,29155
2016,Missouri,MO,Perry,1520,6908,8740,79.0389016,17.39130435,-61.64759725,29157
2016,Missouri,MO,Pettis,4324,12810,18111,70.73049528,23.8749931,-46.85550218,29159
2016,Missouri,MO,Phelps,4766,12709,18553,68.50105104,25.68856789,-42.81248316,29161
2016,Missouri,MO,Pike,1806,5274,7382,71.4440531,24.46491466,-46.97913844,29163
2016,Missouri,MO,Platte,20057,25933,48885,53.04899253,41.02894548,-12.02004705,29165
2016,Missouri,MO,Polk,2631,10438,13763,75.84102303,19.1164717,-56.72455133,29167
2016,Missouri,MO,Pulaski,2922,9876,13488,73.22064057,21.66370107,-51.5569395,29169
2016,Missouri,MO,Putnam,353,1936,2346,82.52344416,15.04688832,-67.47655584,29171
2016,Missouri,MO,Ralls,1138,3969,5266,75.37030004,21.61033042,-53.75996962,29173
2016,Missouri,MO,Randolph,2283,7529,10309,73.0332719,22.14569793,-50.88757396,29175
2016,Missouri,MO,Ray,3090,7104,10869,65.36019873,28.42947833,-36.9307204,29177
2016,Missouri,MO,Reynolds,540,2406,3038,79.19684003,17.77485188,-61.42198815,29179
2016,Missouri,MO,Ripley,830,4522,5524,81.86097031,15.02534395,-66.83562636,29181
2016,Missouri,MO,St. Charles,68626,121650,201005,60.52088257,34.14143927,-26.3794433,29183
2016,Missouri,MO,St. Clair,936,3501,4630,75.61555076,20.21598272,-55.39956803,29185
2016,Missouri,MO,Ste. Genevieve,2542,5496,8469,64.89550124,30.0153501,-34.88015114,29186
2016,Missouri,MO,St. Francois,6250,17468,24728,70.6405694,25.27499191,-45.36557748,29187
2016,Missouri,MO,St. Louis County,286704,202434,514858,39.31841401,55.68603382,16.36761981,29189
2016,Missouri,MO,Saline,2789,5977,9274,64.4489972,30.07332327,-34.37567393,29195
2016,Missouri,MO,Schuyler,354,1505,1936,77.73760331,18.28512397,-59.45247934,29197
2016,Missouri,MO,Scotland,365,1525,1968,77.4898374,18.54674797,-58.94308943,29199
2016,Missouri,MO,Scott,3575,13168,17256,76.30968938,20.71743162,-55.59225777,29201
2016,Missouri,MO,Shannon,776,2966,3904,75.97336066,19.87704918,-56.09631148,29203
2016,Missouri,MO,Shelby,606,2524,3255,77.5422427,18.61751152,-58.92473118,29205
2016,Missouri,MO,Stoddard,1876,11079,13291,83.35715898,14.11481454,-69.24234444,29207
2016,Missouri,MO,Stone,2887,13158,16567,79.42294924,17.42620873,-61.99674051,29209
2016,Missouri,MO,Sullivan,526,1884,2486,75.7843926,21.15848753,-54.62590507,29211
2016,Missouri,MO,Taney,4373,18276,23515,77.72060387,18.59664044,-59.12396343,29213
2016,Missouri,MO,Texas,1728,8875,10956,81.00584155,15.77217963,-65.23366192,29215
2016,Missouri,MO,Vernon,1707,6533,8599,75.97395046,19.85114548,-56.12280498,29217
2016,Missouri,MO,Warren,3915,11111,15784,70.39406994,24.80359858,-45.59047136,29219
2016,Missouri,MO,Washington,1926,7048,9282,75.93191123,20.7498384,-55.18207283,29221
2016,Missouri,MO,Wayne,948,4658,5655,82.36958444,16.76392573,-65.60565871,29223
2016,Missouri,MO,Webster,3177,12840,16743,76.68876545,18.97509407,-57.71367139,29225
2016,Missouri,MO,Worth,195,808,1046,77.24665392,18.64244742,-58.6042065,29227
2016,Missouri,MO,Wright,1170,6707,8119,82.60869565,14.4106417,-68.19805395,29229
2016,Missouri,MO,St. Louis City,104235,20832,131191,15.87913805,79.45285881,63.57372076,29510
2016,Montana,MT,Beaverhead,1143,3353,4849,69.148278,23.57187049,-45.57640751,30001
2016,Montana,MT,Big Horn,2094,1853,4237,43.7337739,49.42176068,5.687986783,30003
2016,Montana,MT,Blaine,1202,1268,2684,47.24292101,44.78390462,-2.459016393,30005
2016,Montana,MT,Broadwater,573,2348,3133,74.94414299,18.2891797,-56.65496329,30007
2016,Montana,MT,Carbon,1828,3748,5991,62.56050743,30.51243532,-32.04807211,30009
2016,Montana,MT,Carter,70,678,786,86.25954198,8.905852417,-77.35368957,30011
2016,Montana,MT,Cascade,12175,19632,34571,56.78748084,35.21737873,-21.57010211,30013
2016,Montana,MT,Chouteau,732,1679,2603,64.50249712,28.12139839,-36.38109873,30015
2016,Montana,MT,Custer,1176,3657,5185,70.53037608,22.68081003,-47.84956606,30017
2016,Montana,MT,Daniels,168,730,962,75.88357588,17.46361746,-58.41995842,30019
2016,Montana,MT,Dawson,787,3320,4374,75.90306356,17.99268404,-57.91037952,30021
2016,Montana,MT,Deer Lodge,2058,1763,4206,41.91631003,48.93009986,7.013789824,30023
2016,Montana,MT,Fallon,154,1279,1484,86.18598383,10.37735849,-75.80862534,30025
2016,Montana,MT,Fergus,1202,4269,5840,73.09931507,20.58219178,-52.51712329,30027
2016,Montana,MT,Flathead,13293,30240,46571,64.93311288,28.5435142,-36.38959868,30029
2016,Montana,MT,Gallatin,24246,23802,53819,44.22601683,45.05100429,0.824987458,30031
2016,Montana,MT,Garfield,34,653,718,90.94707521,4.735376045,-86.21169916,30033
2016,Montana,MT,Glacier,3121,1620,5075,31.92118227,61.49753695,29.57635468,30035
2016,Montana,MT,Golden Valley,71,365,474,77.00421941,14.97890295,-62.02531646,30037
2016,Montana,MT,Granite,472,1192,1777,67.07934721,26.56162071,-40.51772651,30039
2016,Montana,MT,Hill,2371,3478,6445,53.96431342,36.78820791,-17.17610551,30041
2016,Montana,MT,Jefferson,1998,4177,6714,62.21328567,29.75871314,-32.45457254,30043
2016,Montana,MT,Judith Basin,235,872,1208,72.18543046,19.45364238,-52.73178808,30045
2016,Montana,MT,Lake,4776,7530,13181,57.12768379,36.23397314,-20.89371064,30047
2016,Montana,MT,Lewis and Clark,14478,16895,34478,49.00226231,41.9919949,-7.010267417,30049
2016,Montana,MT,Liberty,206,698,961,72.6326743,21.43600416,-51.19667014,30051
2016,Montana,MT,Lincoln,2041,6729,9330,72.1221865,21.87566988,-50.24651661,30053
2016,Montana,MT,McCone,154,862,1060,81.32075472,14.52830189,-66.79245283,30055
2016,Montana,MT,Madison,1180,3297,4778,69.00376727,24.69652574,-44.30724152,30057
2016,Montana,MT,Meagher,193,729,977,74.61617195,19.75435005,-54.8618219,30059
2016,Montana,MT,Mineral,519,1330,2012,66.10337972,25.79522863,-40.30815109,30061
2016,Montana,MT,Missoula,31543,22250,59203,37.58255494,53.27939463,15.69683969,30063
2016,Montana,MT,Musselshell,332,1967,2441,80.5817288,13.6009832,-66.9807456,30065
2016,Montana,MT,Park,3595,4980,9359,53.21081312,38.41222353,-14.79858959,30067
2016,Montana,MT,Petroleum,30,278,322,86.33540373,9.316770186,-77.01863354,30069
2016,Montana,MT,Phillips,318,1723,2171,79.36434823,14.64762782,-64.71672041,30071
2016,Montana,MT,Pondera,738,1799,2723,66.06683805,27.10246052,-38.96437752,30073
2016,Montana,MT,Powder River,127,884,1053,83.95061728,12.06077873,-71.88983856,30075
2016,Montana,MT,Powell,551,2029,2794,72.61989979,19.72083035,-52.89906943,30077
2016,Montana,MT,Prairie,100,556,689,80.69666183,14.5137881,-66.18287373,30079
2016,Montana,MT,Ravalli,6223,14810,22556,65.65880475,27.58911154,-38.06969321,30081
2016,Montana,MT,Richland,671,3908,4871,80.22993225,13.77540546,-66.45452679,30083
2016,Montana,MT,Roosevelt,1560,1797,3652,49.20591457,42.71631982,-6.489594743,30085
2016,Montana,MT,Rosebud,987,2253,3453,65.24761077,28.58384014,-36.66377063,30087
2016,Montana,MT,Sanders,1218,4286,5953,71.99731228,20.46027213,-51.53704015,30089
2016,Montana,MT,Sheridan,477,1241,1835,67.62942779,25.99455041,-41.63487738,30091
2016,Montana,MT,Silver Bow,8619,6376,16452,38.75516655,52.38876732,13.63360078,30093
2016,Montana,MT,Stillwater,908,3661,4873,75.12825775,18.63328545,-56.4949723,30095
2016,Montana,MT,Sweet Grass,402,1595,2107,75.70004746,19.07925961,-56.62078785,30097
2016,Montana,MT,Teton,808,2170,3188,68.06775408,25.34504391,-42.72271016,30099
2016,Montana,MT,Toole,402,1497,2037,73.4904271,19.73490427,-53.75552283,30101
2016,Montana,MT,Treasure,59,351,443,79.23250564,13.31828442,-65.91422122,30103
2016,Montana,MT,Valley,886,2698,3894,69.28608115,22.75295326,-46.53312789,30105
2016,Montana,MT,Wheatland,179,702,946,74.20718816,18.9217759,-55.28541226,30107
2016,Montana,MT,Wibaux,55,463,541,85.58225508,10.1663586,-75.41589649,30109
2016,Montana,MT,Yellowstone,22171,40920,69108,59.21166869,32.08166927,-27.12999942,30111
2016,Nebraska,NE,Adams,3302,9287,13513,68.7264116,24.43572856,-44.29068305,31001
2016,Nebraska,NE,Antelope,383,2732,3281,83.26729656,11.67327034,-71.59402621,31003
2016,Nebraska,NE,Arthur,17,244,273,89.37728938,6.227106227,-83.15018315,31005
2016,Nebraska,NE,Banner,19,357,402,88.80597015,4.726368159,-84.07960199,31007
2016,Nebraska,NE,Blaine,30,276,317,87.06624606,9.463722397,-77.60252366,31009
2016,Nebraska,NE,Boone,414,2299,2905,79.1394148,14.25129088,-64.88812392,31011
2016,Nebraska,NE,Box Butte,965,3617,4924,73.4565394,19.5978879,-53.8586515,31013
2016,Nebraska,NE,Boyd,128,983,1156,85.03460208,11.07266436,-73.96193772,31015
2016,Nebraska,NE,Brown,153,1385,1597,86.72510958,9.580463369,-77.14464621,31017
2016,Nebraska,NE,Buffalo,4763,14569,21129,68.95262436,22.54247716,-46.41014719,31019
2016,Nebraska,NE,Burt,930,2367,3558,66.52613828,26.13827993,-40.38785835,31021
2016,Nebraska,NE,Butler,691,3079,3981,77.34237629,17.35744788,-59.98492841,31023
2016,Nebraska,NE,Cass,3484,8452,12933,65.3521998,26.93883863,-38.41336117,31025
2016,Nebraska,NE,Cedar,571,3532,4420,79.90950226,12.91855204,-66.99095023,31027
2016,Nebraska,NE,Chase,171,1648,1898,86.82824025,9.009483667,-77.81875659,31029
2016,Nebraska,NE,Cherry,317,2623,3118,84.12443874,10.16677357,-73.95766517,31031
2016,Nebraska,NE,Cheyenne,711,3665,4711,77.79664615,15.09233708,-62.70430906,31033
2016,Nebraska,NE,Clay,477,2422,3065,79.02120718,15.56280587,-63.45840131,31035
2016,Nebraska,NE,Colfax,859,2171,3214,67.54822651,26.72682016,-40.82140635,31037
2016,Nebraska,NE,Cuming,719,3122,4074,76.63230241,17.6485027,-58.98379971,31039
2016,Nebraska,NE,Custer,641,4695,5652,83.06794055,11.34111819,-71.72682236,31041
2016,Nebraska,NE,Dakota,2314,3616,6279,57.58878802,36.85300207,-20.73578595,31043
2016,Nebraska,NE,Dawes,801,2632,3676,71.59956474,21.78998912,-49.80957563,31045
2016,Nebraska,NE,Dawson,2136,5984,8635,69.29936306,24.73653735,-44.56282571,31047
2016,Nebraska,NE,Deuel,120,809,984,82.21544715,12.19512195,-70.0203252,31049
2016,Nebraska,NE,Dixon,556,2041,2782,73.36448598,19.98562185,-53.37886413,31051
2016,Nebraska,NE,Dodge,4544,9933,15529,63.96419602,29.26138193,-34.70281409,31053
2016,Nebraska,NE,Douglas,113798,108077,240433,44.95098427,47.33044133,2.379457063,31055
2016,Nebraska,NE,Dundy,89,823,953,86.35886674,9.338929696,-77.01993704,31057
2016,Nebraska,NE,Fillmore,613,2130,2941,72.42434546,20.8432506,-51.58109487,31059
2016,Nebraska,NE,Franklin,250,1347,1673,80.51404662,14.94321578,-65.57083084,31061
2016,Nebraska,NE,Frontier,161,1110,1328,83.58433735,12.12349398,-71.46084337,31063
2016,Nebraska,NE,Furnas,304,1921,2340,82.09401709,12.99145299,-69.1025641,31065
2016,Nebraska,NE,Gage,2935,6380,10048,63.49522293,29.20979299,-34.28542994,31067
2016,Nebraska,NE,Garden,153,869,1075,80.8372093,14.23255814,-66.60465116,31069
2016,Nebraska,NE,Garfield,121,821,980,83.7755102,12.34693878,-71.42857143,31071
2016,Nebraska,NE,Gosper,166,794,1010,78.61386139,16.43564356,-62.17821782,31073
2016,Nebraska,NE,Grant,20,367,405,90.61728395,4.938271605,-85.67901235,31075
2016,Nebraska,NE,Greeley,210,912,1175,77.61702128,17.87234043,-59.74468085,31077
2016,Nebraska,NE,Hall,6282,14408,22060,65.31278332,28.47688123,-36.83590209,31079
2016,Nebraska,NE,Hamilton,878,3783,5004,75.59952038,17.54596323,-58.05355715,31081
2016,Nebraska,NE,Harlan,254,1496,1832,81.65938865,13.86462882,-67.79475983,31083
2016,Nebraska,NE,Hayes,30,472,514,91.82879377,5.836575875,-85.9922179,31085
2016,Nebraska,NE,Hitchcock,161,1232,1468,83.92370572,10.96730245,-72.95640327,31087
2016,Nebraska,NE,Holt,531,4354,5118,85.07229386,10.37514654,-74.69714732,31089
2016,Nebraska,NE,Hooker,40,355,417,85.13189448,9.592326139,-75.53956835,31091
2016,Nebraska,NE,Howard,544,2284,2994,76.28590514,18.16967268,-58.11623246,31093
2016,Nebraska,NE,Jefferson,837,2399,3494,68.66056096,23.95535203,-44.70520893,31095
2016,Nebraska,NE,Johnson,563,1355,2089,64.86357109,26.95069411,-37.91287697,31097
2016,Nebraska,NE,Kearney,550,2531,3296,76.79004854,16.6868932,-60.10315534,31099
2016,Nebraska,NE,Keith,571,3235,4034,80.19335647,14.15468518,-66.03867129,31101
2016,Nebraska,NE,Keya Paha,40,460,479,96.03340292,8.350730689,-87.68267223,31103
2016,Nebraska,NE,Kimball,230,1330,1677,79.30828861,13.7149672,-65.59332141,31105
2016,Nebraska,NE,Knox,720,3188,4115,77.472661,17.49696233,-59.97569866,31107
2016,Nebraska,NE,Lancaster,61898,61588,136223,45.21116111,45.43872914,0.227568032,31109
2016,Nebraska,NE,Lincoln,2913,12164,16131,75.40760027,18.05839688,-57.3492034,31111
2016,Nebraska,NE,Logan,32,400,453,88.30022075,7.06401766,-81.23620309,31113
2016,Nebraska,NE,Loup,48,323,385,83.8961039,12.46753247,-71.42857143,31115
2016,Nebraska,NE,McPherson,14,257,287,89.54703833,4.87804878,-84.66898955,31117
2016,Nebraska,NE,Madison,2711,10628,14343,74.09886356,18.90120616,-55.19765739,31119
2016,Nebraska,NE,Merrick,602,2926,3788,77.24392819,15.89229145,-61.35163675,31121
2016,Nebraska,NE,Morrill,284,1802,2209,81.57537347,12.85649615,-68.71887732,31123
2016,Nebraska,NE,Nance,281,1261,1621,77.79148674,17.33497841,-60.45650833,31125
2016,Nebraska,NE,Nemaha,785,2116,3161,66.94084151,24.83391332,-42.10692819,31127
2016,Nebraska,NE,Nuckolls,353,1726,2205,78.27664399,16.00907029,-62.2675737,31129
2016,Nebraska,NE,Otoe,2025,4860,7457,65.17366233,27.15569264,-38.01796969,31131
2016,Nebraska,NE,Pawnee,279,974,1327,73.39864356,21.02486812,-52.37377543,31133
2016,Nebraska,NE,Perkins,161,1217,1455,83.64261168,11.0652921,-72.57731959,31135
2016,Nebraska,NE,Phelps,572,3849,4695,81.98083067,12.18317359,-69.79765708,31137
2016,Nebraska,NE,Pierce,382,3052,3630,84.07713499,10.52341598,-73.55371901,31139
2016,Nebraska,NE,Platte,2646,10965,14433,75.97173145,18.33298691,-57.63874454,31141
2016,Nebraska,NE,Polk,413,2028,2582,78.54376452,15.99535244,-62.54841208,31143
2016,Nebraska,NE,Red Willow,645,4258,5170,82.35976789,12.47582205,-69.88394584,31145
2016,Nebraska,NE,Richardson,818,2769,3805,72.77266754,21.49802891,-51.27463863,31147
2016,Nebraska,NE,Rock,70,687,798,86.09022556,8.771929825,-77.31829574,31149
2016,Nebraska,NE,Saline,1733,3004,5136,58.48909657,33.74221184,-24.74688474,31151
2016,Nebraska,NE,Sarpy,28033,45143,80580,56.02258625,34.78902954,-21.23355671,31153
2016,Nebraska,NE,Saunders,2523,7555,10860,69.56721915,23.2320442,-46.33517495,31155
2016,Nebraska,NE,Scotts Bluff,3207,10076,14317,70.37787246,22.39994412,-47.97792834,31157
2016,Nebraska,NE,Seward,1875,5454,7922,68.84625095,23.66826559,-45.17798536,31159
2016,Nebraska,NE,Sheridan,287,2211,2608,84.77760736,11.00460123,-73.77300613,31161
2016,Nebraska,NE,Sherman,340,1150,1573,73.10870947,21.61474889,-51.49396058,31163
2016,Nebraska,NE,Sioux,81,616,736,83.69565217,11.00543478,-72.69021739,31165
2016,Nebraska,NE,Stanton,417,2187,2801,78.07925741,14.88754016,-63.19171724,31167
2016,Nebraska,NE,Thayer,499,2051,2690,76.24535316,18.55018587,-57.69516729,31169
2016,Nebraska,NE,Thomas,30,344,393,87.53180662,7.633587786,-79.89821883,31171
2016,Nebraska,NE,Thurston,919,1043,2088,49.95210728,44.01340996,-5.938697318,31173
2016,Nebraska,NE,Valley,339,1780,2205,80.72562358,15.37414966,-65.35147392,31175
2016,Nebraska,NE,Washington,2623,7424,10832,68.53766617,24.21528804,-44.32237814,31177
2016,Nebraska,NE,Wayne,835,2693,3776,71.31885593,22.11334746,-49.20550847,31179
2016,Nebraska,NE,Webster,306,1330,1708,77.86885246,17.91569087,-59.95316159,31181
2016,Nebraska,NE,Wheeler,62,377,465,81.07526882,13.33333333,-67.74193548,31183
2016,Nebraska,NE,York,1186,4700,6381,73.65616675,18.58642846,-55.06973829,31185
2016,Nevada,NV,Churchill,2210,7830,10938,71.58529896,20.20479064,-51.38050832,32001
2016,Nevada,NV,Clark,402227,320057,767156,41.71993701,52.4309267,10.71098968,32003
2016,Nevada,NV,Douglas,8454,17415,27885,62.45293168,30.31737493,-32.13555675,32005
2016,Nevada,NV,Elko,3401,13551,18559,73.01578749,18.32534081,-54.69044668,32007
2016,Nevada,NV,Esmeralda,65,329,423,77.77777778,15.36643026,-62.41134752,32009
2016,Nevada,NV,Eureka,74,723,854,84.66042155,8.665105386,-75.99531616,32011
2016,Nevada,NV,Humboldt,1386,4521,6433,70.27825276,21.54515778,-48.73309498,32013
2016,Nevada,NV,Lander,403,1828,2413,75.75631993,16.70120182,-59.05511811,32015
2016,Nevada,NV,Lincoln,285,1671,2132,78.37711069,13.36772983,-65.00938086,32017
2016,Nevada,NV,Lyon,6146,16005,23762,67.35544146,25.86482619,-41.49061527,32019
2016,Nevada,NV,Mineral,637,1179,1997,59.03855784,31.89784677,-27.14071107,32021
2016,Nevada,NV,Nye,5094,13324,19595,67.99693799,25.99642766,-42.00051033,32023
2016,Nevada,NV,Pershing,430,1403,1982,70.78708375,21.69525732,-49.09182644,32027
2016,Nevada,NV,Storey,752,1616,2558,63.17435496,29.39796716,-33.7763878,32029
2016,Nevada,NV,Washoe,97379,94758,209909,45.14241886,46.39105517,1.248636314,32031
2016,Nevada,NV,White Pine,707,2723,3773,72.17068646,18.73840445,-53.432282,32033
2016,Nevada,NV,Carson City,9610,13125,25016,52.46642149,38.41541413,-14.05100736,32510
2016,New Hampshire,NH,Belknap,13517,19315,35045,55.11485233,38.57040947,-16.54444286,33001
2016,New Hampshire,NH,Carroll,12987,14635,29616,49.41585629,43.8512966,-5.564559697,33003
2016,New Hampshire,NH,Cheshire,22064,16876,41895,40.28165652,52.66499582,12.3833393,33005
2016,New Hampshire,NH,Coos,6563,7952,15627,50.88628656,41.99782428,-8.888462277,33007
2016,New Hampshire,NH,Grafton,28510,19010,51191,37.13543396,55.6933836,18.55794964,33009
2016,New Hampshire,NH,Hillsborough,99589,100013,214157,46.70078494,46.50279935,-0.19798559,33011
2016,New Hampshire,NH,Merrimack,40198,37674,83648,45.03873374,48.05614002,3.017406274,33013
2016,New Hampshire,NH,Rockingham,79994,90447,181434,49.85118556,44.08986188,-5.761323677,33015
2016,New Hampshire,NH,Strafford,34894,29072,69000,42.13333333,50.57101449,8.437681159,33017
2016,New Hampshire,NH,Sullivan,10210,10796,22683,47.59511528,45.01168276,-2.583432527,33019
2016,New Jersey,NJ,Atlantic,60924,52690,117291,44.92245782,51.94260429,7.020146473,34001
2016,New Jersey,NJ,Bergen,231211,175529,419296,41.86278906,55.14266771,13.27987865,34003
2016,New Jersey,NJ,Burlington,121725,89272,218943,40.77408275,55.59666214,14.82257939,34005
2016,New Jersey,NJ,Camden,146717,72631,226592,32.05364708,64.74941746,32.69577037,34007
2016,New Jersey,NJ,Cape May,18750,28446,48722,58.38430278,38.48364189,-19.90066089,34009
2016,New Jersey,NJ,Cumberland,27771,24453,54004,45.27997926,51.42396859,6.143989334,34011
2016,New Jersey,NJ,Essex,240837,63176,310934,20.31813825,77.45598744,57.13784919,34013
2016,New Jersey,NJ,Gloucester,66870,67544,139542,48.40406473,47.92105603,-0.4830087,34015
2016,New Jersey,NJ,Hudson,163917,49043,219375,22.35578348,74.72,52.36421652,34017
2016,New Jersey,NJ,Hunterdon,28898,38712,70836,54.65017788,40.79564063,-13.85453724,34019
2016,New Jersey,NJ,Mercer,104775,46193,156529,29.51082547,66.93647822,37.42565275,34021
2016,New Jersey,NJ,Middlesex,193044,122953,326102,37.70384726,59.19742903,21.49358176,34023
